Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Sawadhee_Traditional_Thai_Spa,Gayatri,5.0 of 5 bubbles,Feb 2023 • Solo,Wonderful Rejuvenation Paradise!,"Sawadhee is a real rejuvenation paradise!As you enter this beautiful thai spa, you actually soak in the beautiful positive energies that this place exudes.The therapies are simply amazing and you just want to keep going back again and again and again!"
Sawadhee_Traditional_Thai_Spa,TeamSawadhee,5.0 of 5 bubbles,Nov 2022,Feeling like a queen,"Dear Guest,

Thank you so much for your kind words of appreciation. It gives us immense pleasure to know that you had such a  ""Wonderful  Experience at our spa""!

Your positive comments about our spa , our rejuvenating therapies and positive energies ...have all been shared with our team and these will go a long way in encouraging them to strive for higher levels of excellence in future. We would like to thank you once again for such a lovely Recommendation. Our guests appreciation and acknowledgement is always our greatest reward.

We definitely look forward to having the pleasure of welcoming you back again soon.

Warm Regards,

The Sawadhee Team
"
Sawadhee_Traditional_Thai_Spa,Tinttu Henttonen,5.0 of 5 bubbles,Oct 2022,A Traditional Thai Spa you will absolutely Love!,"Dear Guest,

Thank you so much for your kind words of appreciation. It gives us immense pleasure to know that you had such a  ""Wonderful  Experience at our spa""!

Your positive comments about our spa , our rejuvenating therapies and positive energies ...have all been shared with our team and these will go a long way in encouraging them to strive for higher levels of excellence in future. We would like to thank you once again for such a lovely Recommendation. Our guests appreciation and acknowledgement is always our greatest reward.

We definitely look forward to having the pleasure of welcoming you back again soon.

Warm Regards,

The Sawadhee Team
"
Sawadhee_Traditional_Thai_Spa,TeamSawadhee,5.0 of 5 bubbles,Oct 2022 • Solo,A touch of Almighty,Thai massage talent here is just excellent. Luxurious interior. Wonderful service. What a nice treatment you can give to your self or your loved one.
Sawadhee_Traditional_Thai_Spa,Vidhi Gupta,5.0 of 5 bubbles,Aug 2022 • Solo,The best massage experience I’ve had,"Dear Guest,

Thank you for taking the time out to write about your Wonderful Experience at our Spa and also for giving us an opportunity to pamper you like a Queen!!

Your positive comments about our spa, it’s luxurious interiors and wonderful quality of treatments ....have all been shared with our entire team and these will go a long way in encouraging them to strive for higher levels of excellence in the future. At Sawadhee, it is our continuous endeavor to provide our guests with the best quality of services and facilities and our guests appreciation and acknowledgement is always our greatest reward!

Once again, thank you so much for your lovely recommendation and we truly look forward to having the pleasure of welcoming you back at Sawadhee again soon!

Warm Regards,

The Sawadhee Team
"
Sawadhee_Traditional_Thai_Spa,TeamSawadhee,5.0 of 5 bubbles,Aug 2022 • Solo,Loved it,"Dear Guest,

Thank you for taking the time out to write about your Wonderful Experience at our Spa and also for giving us an opportunity to pamper you like a Queen!!

Your positive comments about our spa, it’s luxurious interiors and wonderful quality of treatments ....have all been shared with our entire team and these will go a long way in encouraging them to strive for higher levels of excellence in the future. At Sawadhee, it is our continuous endeavor to provide our guests with the best quality of services and facilities and our guests appreciation and acknowledgement is always our greatest reward!

Once again, thank you so much for your lovely recommendation and we truly look forward to having the pleasure of welcoming you back at Sawadhee again soon!

Warm Regards,

The Sawadhee Team
"
Sawadhee_Traditional_Thai_Spa,Sunil K Goyal,5.0 of 5 bubbles,Aug 2022 • Solo,Hidden Gem,"Sawadhee has maintained its authenticity of Thai culture in every aspect of a spa experience, whether it is the deco, various treatment choices, or the expert therapist. I stepped out of my treatment room filled up with a sense of serenity, and I can vouch that you will too! A must must must visit!"
Sawadhee_Traditional_Thai_Spa,TeamSawadhee,5.0 of 5 bubbles,Jul 2022 • Solo,Super Super Relaxing,"Dear Guest,   

Thankyou so much for your kind words of appreciation. It gives us immense pleasure to know that you enjoyed your experience here and felt rejuvenated and relaxed after your therapy. 

 Your positive comments about our spa, its decor, treatment choices, professional and skilled staff ...have all been shared with our entire team and these will go a long way in encouraging them to strive for higher levels of excellence in future. 

We would like to thank you once again for such a Lovely Recommendation. Our guests appreciation and acknowledgement is always our greatest reward. We definitely look forward to having the pleasure of welcoming you back to Sawadhee again soon! 

 Warm Regards,  

The Sawadhee Team"
Sawadhee_Traditional_Thai_Spa,Simran Monga,5.0 of 5 bubbles,Jul 2022 • Solo,Best massages in delhi,"Dear Guest,   

Thankyou so much for your kind words of appreciation. It gives us immense pleasure to know that you enjoyed your experience here and felt rejuvenated and relaxed after your therapy. 

 Your positive comments about our spa, its decor, treatment choices, professional and skilled staff ...have all been shared with our entire team and these will go a long way in encouraging them to strive for higher levels of excellence in future. 

We would like to thank you once again for such a Lovely Recommendation. Our guests appreciation and acknowledgement is always our greatest reward. We definitely look forward to having the pleasure of welcoming you back to Sawadhee again soon! 

 Warm Regards,  

The Sawadhee Team"
Sawadhee_Traditional_Thai_Spa,TeamSawadhee,5.0 of 5 bubbles,Apr 2022 • Couples,Very nice spa,"Today on Diwali day, I was feeling exhausted. Lots of travel plus too much sweets for last one week needed me to detox. I called on Sawadhee Spa at Vasant Kunj. Whenever I experience a good, strong, relaxing massage for my body and mind, I feel the touch and presence of Almighty taking true care of me. Such was a feeling for me today post Deep tissue massage at Sawadhee.A spa that surpasses all expectations of being best-in-class with ambience, amenities, and the professional conduct."
